auc
0,0.7782125401324042
1,0.7821383223767948
2,0.7782842326900321
3,0.7789367458540778
4,0.7806253056696807
5,0.7869189672568953
6,0.7815916364918302
7,0.7812992735668431
8,0.7865184146215403
9,0.7777846990050403
Avg,0.7812310137665139
Std,0.003275662351264094
precision (0)
0,0.7421896223852215
1,0.7423913043478261
2,0.7423913043478261
3,0.7422904496671648
4,0.7424921864383748
5,0.7422904496671648
6,0.7421896223852215
7,0.7421896223852215
8,0.7427949972811311
9,0.7422904496671648
Avg,0.7423510008572316
Std,0.00018542542945793693
precision (1)
0,0.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,0.0
7,0.0
8,1.0
9,1.0
Avg,0.7
Std,0.4830458915396479
recall (0)
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
Avg,1.0
Std,0.0
recall (1)
0,0.0
1,0.001053740779768177
2,0.001053740779768177
3,0.0005268703898840885
4,0.0015806111696522655
5,0.0005268703898840885
6,0.0
7,0.0
8,0.003161222339304531
9,0.0005268703898840885
Avg,0.0008429926238145416
Std,0.0009683209520260078
f1-score (0)
0,0.8520193357243101
1,0.8521522145976295
2,0.8521522145976295
3,0.8520857699805068
4,0.8522186695781018
5,0.8520857699805068
6,0.8520193357243101
7,0.8520193357243101
8,0.852418096723869
9,0.8520857699805068
Avg,0.852125651261168
Std,0.00012214222465871996
f1-score (1)
0,0.0
1,0.002105263157894737
2,0.002105263157894737
3,0.00105318588730911
4,0.003156233561283535
5,0.00105318588730911
6,0.0
7,0.0
8,0.0063025210084033615
9,0.00105318588730911
Avg,0.00168288385474037
Std,0.0019308739569007857
support (0)
0,5464
1,5464
2,5464
3,5464
4,5464
5,5464
6,5464
7,5464
8,5464
9,5464
Avg,5464.0
Std,0.0
support (1)
0,1898
1,1898
2,1898
3,1898
4,1898
5,1898
6,1898
7,1898
8,1898
9,1898
Avg,1898.0
Std,0.0
accuracy
0,0.7421896223852215
1,0.7424612876935616
2,0.7424612876935616
3,0.7423254550393915
4,0.7425971203477316
5,0.7423254550393915
6,0.7421896223852215
7,0.7421896223852215
8,0.7430046183102418
9,0.7423254550393915
Avg,0.7424069546318935
Std,0.0002496431902941111
