auc
0,0.713417819447312
1,0.7184190756693425
2,0.7220154776504419
3,0.7364160109851019
4,0.7165913348043154
5,0.7301193535307302
6,0.716597553725258
7,0.7272972072069832
8,0.7335577949198879
9,0.7385061903139063
Avg,0.725293781825328
Std,0.009093769541362607
precision (0)
0,0.6893939393939394
1,0.7486631016042781
2,0.6474576271186441
3,0.697841726618705
4,0.7864583333333334
5,0.7823529411764706
6,0.6064516129032258
7,0.7168141592920354
8,0.6758893280632411
9,0.7603686635944701
Avg,0.7111691433098343
Std,0.05917508343728482
precision (1)
0,0.7677419354838709
1,0.7542087542087542
2,0.7688172043010753
3,0.7729154346540509
4,0.7597073719752392
5,0.7526403557531962
6,0.7649186256781193
7,0.7613310384394721
8,0.7628205128205128
9,0.764269406392694
Avg,0.7629370639706984
Std,0.006308388147424526
recall (0)
0,0.314878892733564
1,0.2422145328719723
2,0.3304498269896194
3,0.3356401384083045
4,0.26124567474048443
5,0.2301038062283737
6,0.32525951557093424
7,0.28027681660899656
8,0.2958477508650519
9,0.28546712802768165
Avg,0.2901384083044983
Std,0.03716077896957608
recall (1)
0,0.9410496046010065
1,0.9662113587347232
2,0.9252336448598131
3,0.9396117900790798
4,0.9705248023005032
5,0.9734004313443566
6,0.9122933141624731
7,0.9539899352983465
8,0.9410496046010065
9,0.9626168224299065
Avg,0.9485981308411213
Std,0.020249575671457586
f1-score (0)
0,0.4323040380047506
1,0.3660130718954248
2,0.43757159221076747
3,0.4532710280373832
4,0.3922077922077922
5,0.3556149732620321
6,0.42342342342342343
7,0.40298507462686567
8,0.4115523465703971
9,0.41509433962264153
Avg,0.4090037679861478
Std,0.030888730558175738
f1-score (1)
0,0.8456072351421189
1,0.8471478096438702
2,0.8398042414355628
3,0.8481505515898767
4,0.8522727272727273
5,0.8489028213166144
6,0.8321311475409836
7,0.8468410976388002
8,0.8426134534921145
9,0.8520521794463888
Avg,0.8455523264519057
Std,0.006068163529516287
support (0)
0,578
1,578
2,578
3,578
4,578
5,578
6,578
7,578
8,578
9,578
Avg,578.0
Std,0.0
support (1)
0,1391
1,1391
2,1391
3,1391
4,1391
5,1391
6,1391
7,1391
8,1391
9,1391
Avg,1391.0
Std,0.0
accuracy
0,0.7572371762315896
1,0.7536820721178263
2,0.7506348400203149
3,0.7623158963941087
4,0.7623158963941087
5,0.7552056881665821
6,0.7399695276790249
7,0.7562214321990859
8,0.7516505840528187
9,0.7638395124428644
Avg,0.7553072625698324
Std,0.00706086208238162
